Instance,M,N,Objective,Distance,Time,TotalIteration,ElapsedTime,AlgFlag
2_19,2,19,274.196,148.392,4.99312,1000000,13.0412,3
2_19,2,19,277.205,154.409,5.14356,1000000,353.928,3
2_19,2,19,274.59,149.18,5.01282,1000000,13.5653,3
2_19,2,19,278.192,156.383,5.19292,1000000,13.6447,3
2_20,2,20,170.342,140.684,4.70876,1000000,115.692,3
2_20,2,20,171.225,142.45,4.75293,1000000,116.739,3
2_20,2,20,172.697,145.395,4.82654,1000000,9.93595,3
2_20,2,20,167.403,134.806,4.56182,1000000,9.12434,3
2_20,2,20,172.808,145.617,4.83209,1000000,116.907,3
2_20,2,20,173.255,146.51,4.85442,1000000,115.643,3
2_20,2,20,171.941,143.882,4.78871,1000000,115.168,3
2_20,2,20,171.281,142.562,4.7557,1000000,8.89907,3
2_20,2,20,172.134,144.267,4.79834,1000000,9.06603,3
2_20,2,20,172.478,144.956,4.81556,1000000,115.436,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.3516,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.3681,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.32113,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.36479,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.29987,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.37339,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.32882,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.42012,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.48326,3
3_5,3,5,70.7504,41.5007,1.42918,1000000,5.31188,3
3_6,3,6,131.693,63.3858,1.98465,1000000,30.01,3
3_6,3,6,131.693,63.3858,1.98465,1000000,6.58632,3
3_6,3,6,131.693,63.3858,1.98465,1000000,6.50327,3
3_6,3,6,131.693,63.3858,1.98465,1000000,6.53752,3
3_6,3,6,131.693,63.3858,1.98465,1000000,30.1592,3
3_6,3,6,131.693,63.3858,1.98465,1000000,29.95,3
3_6,3,6,131.693,63.3858,1.98465,1000000,6.5068,3
3_6,3,6,131.693,63.3858,1.98465,1000000,30.0929,3
3_6,3,6,131.693,63.3858,1.98465,1000000,29.9258,3
3_6,3,6,131.693,63.3858,1.98465,1000000,6.48425,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.3237,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.34605,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.38013,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.36582,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.39137,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.28681,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.46149,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.4058,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.3086,3
3_7,3,7,75.158,50.3161,1.59957,1000000,6.29534,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.64809,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.59354,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.59954,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.60931,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.62936,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.58945,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.57276,3
3_8,3,8,127.795,55.5907,1.93977,1000000,67.0343,3
3_8,3,8,127.795,55.5907,1.93977,1000000,7.64317,3
3_8,3,8,127.795,55.5907,1.93977,1000000,65.733,3
3_9,3,9,127.302,54.6032,1.98175,1000000,7.15238,3
3_9,3,9,127.302,54.6032,1.98175,1000000,6.95805,3
3_9,3,9,127.302,54.6032,1.98175,1000000,7.2582,3
3_9,3,9,127.302,54.6032,1.98175,1000000,6.93171,3
3_9,3,9,127.302,54.6032,1.98175,1000000,7.04976,3
3_9,3,9,127.302,54.6032,1.98175,1000000,100.035,3
3_9,3,9,127.302,54.6032,1.98175,1000000,7.00956,3
3_9,3,9,127.302,54.6032,1.98175,1000000,99.9678,3
3_9,3,9,127.302,54.6032,1.98175,1000000,6.98879,3
3_9,3,9,127.302,54.6032,1.98175,1000000,99.9855,3
3_10,3,10,139.757,79.5137,2.62118,1000000,6.30393,3
3_10,3,10,140.002,80.0048,2.63345,1000000,6.3184,3
3_10,3,10,139.567,79.1349,2.6117,1000000,58.6751,3
3_10,3,10,139.857,79.7148,2.6262,1000000,6.32806,3
3_10,3,10,139.757,79.5137,2.62118,1000000,6.28047,3
3_10,3,10,139.872,79.7433,2.62692,1000000,58.6972,3
3_10,3,10,139.757,79.5137,2.62118,1000000,58.5121,3
3_10,3,10,139.872,79.7433,2.62692,1000000,59.1982,3
3_10,3,10,139.872,79.7433,2.62692,1000000,6.19458,3
3_10,3,10,139.567,79.1349,2.6117,1000000,6.53511,3
3_11,3,11,131.419,62.8385,2.34596,1000000,6.49685,3
3_11,3,11,129.638,59.2762,2.2569,1000000,6.42458,3
3_11,3,11,128.45,56.9006,2.19751,1000000,6.35569,3
3_11,3,11,128.544,57.0873,2.20218,1000000,6.63631,3
3_11,3,11,129.501,59.0022,2.25006,1000000,103.491,3
3_11,3,11,128.45,56.9006,2.19751,1000000,103.504,3
3_11,3,11,130.904,61.8076,2.32019,1000000,104.699,3
3_11,3,11,129.241,58.4825,2.23706,1000000,6.36534,3
3_11,3,11,129.638,59.2762,2.2569,1000000,6.43946,3
3_11,3,11,130.409,60.8178,2.29544,1000000,6.38742,3
